Customer ID,Recency,Frequency,Monetary,R,F,M,RFM Score,Segment
7584,1,6,9220,4,3,2,432,Loyal Customers
7585,98,4,12325,3,2,2,322,Regular Customers
7586,479,10,38327,1,4,4,144,At Risk
7587,471,3,7563,1,1,1,111,Lost Customers
7588,242,6,20619,2,3,4,234,At Risk
7589,148,4,12424,3,2,2,322,Regular Customers
7590,198,6,17562,2,3,3,233,At Risk
7591,407,5,12407,1,2,2,122,Lost Customers
7592,559,3,5843,1,1,1,111,Lost Customers
7593,252,5,14615,2,2,3,223,Regular Customers
7594,625,5,9699,1,2,2,122,Lost Customers
7595,126,6,8093,3,3,1,331,Loyal Customers
7596,155,2,6946,3,1,1,311,Regular Customers
7597,411,6,12361,1,3,2,132,At Risk
7598,56,8,19196,4,4,4,444,Champions
7599,657,2,3032,1,1,1,111,Lost Customers
7600,83,5,13859,3,2,3,323,Potential Loyalists
7601,92,6,14898,3,3,3,333,Loyal Customers
7602,419,7,15505,1,4,3,143,At Risk
7603,212,11,22253,2,4,4,244,At Risk
7604,368,6,19194,2,3,4,234,At Risk
7605,338,3,10235,2,1,2,212,Regular Customers
7607,56,6,14090,4,3,3,433,Loyal Customers
7608,100,8,25293,3,4,4,344,Loyal Customers
7609,304,6,11663,2,3,2,232,At Risk
7610,6,3,7866,4,1,1,411,Regular Customers
7611,92,4,10420,3,2,2,322,Regular Customers
7612,106,5,12057,3,2,2,322,Regular Customers
7613,91,8,21912,3,4,4,344,Loyal Customers
7614,70,6,19166,4,3,4,434,Loyal Customers
7615,185,6,17518,3,3,3,333,Loyal Customers
7616,104,2,3678,3,1,1,311,Regular Customers
7617,328,8,26127,2,4,4,244,At Risk
7618,454,4,6284,1,2,1,121,Lost Customers
7619,191,3,4638,2,1,1,211,Regular Customers
7620,614,6,12338,1,3,2,132,At Risk
7621,79,4,12900,3,2,2,322,Regular Customers
7622,200,7,16752,2,4,3,243,At Risk
7623,94,5,17043,3,2,3,323,Potential Loyalists
7624,250,3,7127,2,1,1,211,Regular Customers
7625,132,6,22705,3,3,4,334,Loyal Customers
7626,170,6,17223,3,3,3,333,Loyal Customers
7627,30,12,27790,4,4,4,444,Champions
7628,323,5,17328,2,2,3,223,Regular Customers
7629,301,6,16946,2,3,3,233,At Risk
7630,97,3,8495,3,1,1,311,Regular Customers
7631,204,6,18003,2,3,4,234,At Risk
7632,425,5,13599,1,2,3,123,Lost Customers
7633,132,4,9972,3,2,2,322,Regular Customers
7634,319,2,6223,2,1,1,211,Regular Customers
7635,382,2,7474,1,1,1,111,Lost Customers
7636,51,4,8115,4,2,1,421,Regular Customers
7637,169,5,14515,3,2,3,323,Potential Loyalists
7638,152,7,21529,3,4,4,344,Loyal Customers
7639,309,4,12873,2,2,2,222,Regular Customers
7640,344,3,9966,2,1,2,212,Regular Customers
7641,234,4,15322,2,2,3,223,Regular Customers
7642,24,6,16366,4,3,3,433,Loyal Customers
7643,244,4,8995,2,2,2,222,Regular Customers
7644,485,2,7517,1,1,1,111,Lost Customers
7645,15,4,5113,4,2,1,421,Regular Customers
7646,558,4,5612,1,2,1,121,Lost Customers
7647,120,3,6842,3,1,1,311,Regular Customers
7648,398,6,13804,1,3,3,133,At Risk
7649,238,4,8189,2,2,1,221,Regular Customers
7650,500,5,14735,1,2,3,123,Lost Customers
7651,197,5,16771,2,2,3,223,Regular Customers
7652,21,10,22110,4,4,4,444,Champions
7653,500,4,4216,1,2,1,121,Lost Customers
7654,76,8,20986,4,4,4,444,Champions
7655,405,6,17619,1,3,3,133,At Risk
7656,27,5,15571,4,2,3,423,Potential Loyalists
7657,110,7,12203,3,4,2,342,Loyal Customers
7658,99,6,20146,3,3,4,334,Loyal Customers
7659,116,4,12329,3,2,2,322,Regular Customers
7660,904,1,4969,1,1,1,111,Lost Customers
7661,61,5,13792,4,2,3,423,Potential Loyalists
7662,118,5,18190,3,2,4,324,Potential Loyalists
7663,1165,2,5075,1,1,1,111,Lost Customers
7664,49,8,21286,4,4,4,444,Champions
7665,1048,1,3178,1,1,1,111,Lost Customers
7666,783,1,3707,1,1,1,111,Lost Customers
7667,2,3,4377,4,1,1,411,Regular Customers
7668,74,5,13316,4,2,3,423,Potential Loyalists
7669,735,4,6690,1,2,1,121,Lost Customers
7670,634,6,21399,1,3,4,134,At Risk
7671,907,3,9659,1,1,2,112,Lost Customers
7672,36,7,19088,4,4,4,444,Champions
7673,278,6,13977,2,3,3,233,At Risk
7674,264,7,16745,2,4,3,243,At Risk
7675,48,4,7427,4,2,1,421,Regular Customers
7676,316,5,12204,2,2,2,222,Regular Customers
7677,386,6,13888,1,3,3,133,At Risk
7678,0,8,17072,4,4,3,443,Loyal Customers
7679,492,5,9223,1,2,2,122,Lost Customers
7680,242,1,882,2,1,1,211,Regular Customers
7681,24,8,17731,4,4,3,443,Loyal Customers
7682,680,1,476,1,1,1,111,Lost Customers
7684,867,4,5271,1,2,1,121,Lost Customers
7685,209,10,24937,2,4,4,244,At Risk
7686,324,4,8348,2,2,1,221,Regular Customers
7687,392,3,9170,1,1,2,112,Lost Customers
7688,236,2,6787,2,1,1,211,Regular Customers
7689,204,3,6063,2,1,1,211,Regular Customers
7690,62,8,19955,4,4,4,444,Champions
7691,152,5,12164,3,2,2,322,Regular Customers
7692,926,1,2017,1,1,1,111,Lost Customers
7693,44,5,19392,4,2,4,424,Potential Loyalists
7694,390,4,7093,1,2,1,121,Lost Customers
7695,12,5,12422,4,2,2,422,Regular Customers
7696,177,7,16609,3,4,3,343,Loyal Customers
7697,389,8,20034,1,4,4,144,At Risk
7698,238,6,16238,2,3,3,233,At Risk
7699,567,4,4208,1,2,1,121,Lost Customers
7700,220,4,10786,2,2,2,222,Regular Customers
7701,74,6,13664,4,3,3,433,Loyal Customers
7702,817,1,3547,1,1,1,111,Lost Customers
7703,63,5,18167,4,2,4,424,Potential Loyalists
7704,145,6,20544,3,3,4,334,Loyal Customers
7705,1041,2,9310,1,1,2,112,Lost Customers
7706,99,10,29939,3,4,4,344,Loyal Customers
7707,18,7,16423,4,4,3,443,Loyal Customers
7708,61,10,30420,4,4,4,444,Champions
7709,169,6,17509,3,3,3,333,Loyal Customers
7710,77,4,11788,4,2,2,422,Regular Customers
7711,12,6,19093,4,3,4,434,Loyal Customers
7712,137,7,15609,3,4,3,343,Loyal Customers
7713,120,6,16541,3,3,3,333,Loyal Customers
7714,695,3,11304,1,1,2,112,Lost Customers
7715,818,4,14954,1,2,3,123,Lost Customers
7716,493,2,3325,1,1,1,111,Lost Customers
7717,170,4,13055,3,2,3,323,Potential Loyalists
7718,845,2,4143,1,1,1,111,Lost Customers
7719,114,3,10737,3,1,2,312,Regular Customers
7720,403,4,13987,1,2,3,123,Lost Customers
7721,1000,3,10541,1,1,2,112,Lost Customers
7722,182,6,20774,3,3,4,334,Loyal Customers
7723,1,6,15489,4,3,3,433,Loyal Customers
7724,2,7,18486,4,4,4,444,Champions
7725,418,3,10974,1,1,2,112,Lost Customers
7726,18,6,14723,4,3,3,433,Loyal Customers
7727,232,9,17956,2,4,4,244,At Risk
7728,60,4,15811,4,2,3,423,Potential Loyalists
7729,204,4,10364,2,2,2,222,Regular Customers
7730,259,3,6764,2,1,1,211,Regular Customers
7731,130,4,11724,3,2,2,322,Regular Customers
7732,209,5,13055,2,2,3,223,Regular Customers
7733,399,3,6688,1,1,1,111,Lost Customers
7734,57,5,18183,4,2,4,424,Potential Loyalists
7735,203,5,15031,2,2,3,223,Regular Customers
7736,52,4,9369,4,2,2,422,Regular Customers
7737,65,7,20448,4,4,4,444,Champions
7738,132,7,24199,3,4,4,344,Loyal Customers
7739,254,2,5354,2,1,1,211,Regular Customers
7740,398,4,7486,1,2,1,121,Lost Customers
7741,3,9,19924,4,4,4,444,Champions
7742,23,7,19363,4,4,4,444,Champions
7743,438,6,13027,1,3,3,133,At Risk
7744,210,6,16985,2,3,3,233,At Risk
7745,54,6,10611,4,3,2,432,Loyal Customers
7746,556,5,13232,1,2,3,123,Lost Customers
7747,7,7,17774,4,4,3,443,Loyal Customers
7748,210,4,10600,2,2,2,222,Regular Customers
7749,217,9,26339,2,4,4,244,At Risk
7750,1161,1,313,1,1,1,111,Lost Customers
7751,484,3,9353,1,1,2,112,Lost Customers
7752,184,7,16756,3,4,3,343,Loyal Customers
7753,419,5,19378,1,2,4,124,Lost Customers
7754,114,7,15937,3,4,3,343,Loyal Customers
7755,669,2,3138,1,1,1,111,Lost Customers
7756,444,4,18894,1,2,4,124,Lost Customers
7757,128,8,20656,3,4,4,344,Loyal Customers
7758,240,5,17880,2,2,3,223,Regular Customers
7759,143,6,15732,3,3,3,333,Loyal Customers
7760,22,5,13962,4,2,3,423,Potential Loyalists
7761,74,4,13908,4,2,3,423,Potential Loyalists
7762,243,9,23876,2,4,4,244,At Risk
7763,31,8,31372,4,4,4,444,Champions
7764,72,4,10615,4,2,2,422,Regular Customers
7765,677,4,12301,1,2,2,122,Lost Customers
7766,145,4,10788,3,2,2,322,Regular Customers
7767,444,4,7760,1,2,1,121,Lost Customers
7768,19,3,8820,4,1,2,412,Regular Customers
7769,101,10,30980,3,4,4,344,Loyal Customers
7770,350,6,11757,2,3,2,232,At Risk
7771,258,5,11006,2,2,2,222,Regular Customers
7772,87,5,11517,3,2,2,322,Regular Customers
7773,8,5,14236,4,2,3,423,Potential Loyalists
7774,194,4,7153,2,2,1,221,Regular Customers
7775,4,8,13849,4,4,3,443,Loyal Customers
7776,373,5,10972,1,2,2,122,Lost Customers
7777,111,6,16929,3,3,3,333,Loyal Customers
7778,147,2,4316,3,1,1,311,Regular Customers
7779,37,4,15694,4,2,3,423,Potential Loyalists
7780,84,3,8521,3,1,1,311,Regular Customers
7781,20,6,15562,4,3,3,433,Loyal Customers
7782,14,2,5695,4,1,1,411,Regular Customers
7783,284,2,9283,2,1,2,212,Regular Customers
7784,172,4,9520,3,2,2,322,Regular Customers
7785,429,2,6898,1,1,1,111,Lost Customers
7786,149,9,26133,3,4,4,344,Loyal Customers
7787,2,5,10633,4,2,2,422,Regular Customers
7788,797,5,18521,1,2,4,124,Lost Customers
7789,213,5,11695,2,2,2,222,Regular Customers
7790,333,2,3886,2,1,1,211,Regular Customers
7791,68,5,13546,4,2,3,423,Potential Loyalists
7792,324,5,16009,2,2,3,223,Regular Customers
7793,116,7,23466,3,4,4,344,Loyal Customers
7794,270,4,6298,2,2,1,221,Regular Customers
7795,418,4,10169,1,2,2,122,Lost Customers
7796,326,4,11306,2,2,2,222,Regular Customers
7797,151,6,25115,3,3,4,334,Loyal Customers
7798,120,8,22702,3,4,4,344,Loyal Customers
7799,419,6,14680,1,3,3,133,At Risk
7800,515,6,19739,1,3,4,134,At Risk
7801,416,2,4925,1,1,1,111,Lost Customers
7802,24,4,15168,4,2,3,423,Potential Loyalists
7803,432,8,23076,1,4,4,144,At Risk
7804,91,5,17602,3,2,3,323,Potential Loyalists
7805,57,8,20654,4,4,4,444,Champions
7806,155,5,12114,3,2,2,322,Regular Customers
7807,301,1,348,2,1,1,211,Regular Customers
7808,474,6,14406,1,3,3,133,At Risk
7809,459,4,11874,1,2,2,122,Lost Customers
7810,93,4,14542,3,2,3,323,Potential Loyalists
7811,9,6,18910,4,3,4,434,Loyal Customers
7812,212,9,27557,2,4,4,244,At Risk
7813,298,4,9216,2,2,2,222,Regular Customers
7814,379,7,22592,1,4,4,144,At Risk
7815,36,5,8934,4,2,2,422,Regular Customers
7816,199,2,7919,2,1,1,211,Regular Customers
7817,746,6,13049,1,3,3,133,At Risk
7818,565,5,18229,1,2,4,124,Lost Customers
7819,231,4,13586,2,2,3,223,Regular Customers
7820,275,5,14122,2,2,3,223,Regular Customers
7821,60,11,33918,4,4,4,444,Champions
7822,11,5,15789,4,2,3,423,Potential Loyalists
7823,752,1,606,1,1,1,111,Lost Customers
7824,255,6,24346,2,3,4,234,At Risk
7825,267,3,7395,2,1,1,211,Regular Customers
7826,250,3,4587,2,1,1,211,Regular Customers
7827,67,7,23851,4,4,4,444,Champions
7828,51,6,14032,4,3,3,433,Loyal Customers
7829,159,6,20001,3,3,4,334,Loyal Customers
7830,96,5,15147,3,2,3,323,Potential Loyalists
7831,252,4,6463,2,2,1,221,Regular Customers
7832,41,7,20262,4,4,4,444,Champions
7833,181,4,11725,3,2,2,322,Regular Customers
7834,482,2,6560,1,1,1,111,Lost Customers
7835,308,4,10448,2,2,2,222,Regular Customers
7836,168,8,27777,3,4,4,344,Loyal Customers
7837,79,11,31415,3,4,4,344,Loyal Customers
7838,152,6,19518,3,3,4,334,Loyal Customers
7839,71,5,11395,4,2,2,422,Regular Customers
7840,90,4,10918,3,2,2,322,Regular Customers
7841,53,10,29208,4,4,4,444,Champions
7842,119,5,11044,3,2,2,322,Regular Customers
7843,126,6,17448,3,3,3,333,Loyal Customers
7844,53,4,12472,4,2,2,422,Regular Customers
7845,169,4,13036,3,2,3,323,Potential Loyalists
7846,177,5,8874,3,2,2,322,Regular Customers
7847,868,3,4848,1,1,1,111,Lost Customers
7848,270,4,13816,2,2,3,223,Regular Customers
7849,234,1,2476,2,1,1,211,Regular Customers
7850,210,2,4682,2,1,1,211,Regular Customers
7851,345,5,13784,2,2,3,223,Regular Customers
7852,163,7,16102,3,4,3,343,Loyal Customers
7853,977,3,11111,1,1,2,112,Lost Customers
7854,545,4,15345,1,2,3,123,Lost Customers
7855,117,4,10549,3,2,2,322,Regular Customers
7856,257,4,13027,2,2,3,223,Regular Customers
7857,246,4,12209,2,2,2,222,Regular Customers
7858,218,4,17249,2,2,3,223,Regular Customers
7859,5,5,12243,4,2,2,422,Regular Customers
7860,183,8,23024,3,4,4,344,Loyal Customers
7861,204,1,1602,2,1,1,211,Regular Customers
7862,213,4,13267,2,2,3,223,Regular Customers
7863,372,4,9962,1,2,2,122,Lost Customers
7864,8,8,21584,4,4,4,444,Champions
7865,133,4,12904,3,2,2,322,Regular Customers
7866,51,5,13670,4,2,3,423,Potential Loyalists
7867,112,6,14064,3,3,3,333,Loyal Customers
7868,326,4,8180,2,2,1,221,Regular Customers
7869,225,2,6550,2,1,1,211,Regular Customers
7870,56,5,13412,4,2,3,423,Potential Loyalists
7871,1080,3,4872,1,1,1,111,Lost Customers
7872,143,5,13409,3,2,3,323,Potential Loyalists
7873,15,8,14238,4,4,3,443,Loyal Customers
7874,46,4,11888,4,2,2,422,Regular Customers
7875,337,6,8882,2,3,2,232,At Risk
7876,200,6,21272,2,3,4,234,At Risk
7877,231,6,17322,2,3,3,233,At Risk
7878,83,1,762,3,1,1,311,Regular Customers
7879,295,3,12209,2,1,2,212,Regular Customers
7880,92,6,19822,3,3,4,334,Loyal Customers
7881,13,6,17621,4,3,3,433,Loyal Customers
7882,221,2,6196,2,1,1,211,Regular Customers
7883,41,4,9160,4,2,2,422,Regular Customers
7884,148,5,11094,3,2,2,322,Regular Customers
7885,0,3,9794,4,1,2,412,Regular Customers
7886,51,5,20198,4,2,4,424,Potential Loyalists
7887,250,5,10720,2,2,2,222,Regular Customers
7888,259,5,14763,2,2,3,223,Regular Customers
7889,45,5,15229,4,2,3,423,Potential Loyalists
7890,671,2,3679,1,1,1,111,Lost Customers
7891,1117,2,7538,1,1,1,111,Lost Customers
7892,411,7,15657,1,4,3,143,At Risk
7893,208,6,12026,2,3,2,232,At Risk
7894,216,5,17129,2,2,3,223,Regular Customers
7895,125,1,1719,3,1,1,311,Regular Customers
7896,73,8,16213,4,4,3,443,Loyal Customers
7897,114,3,8849,3,1,2,312,Regular Customers
7898,16,7,21488,4,4,4,444,Champions
7899,2,2,5644,4,1,1,411,Regular Customers
7900,22,6,16584,4,3,3,433,Loyal Customers
7901,86,7,15773,3,4,3,343,Loyal Customers
7902,1206,2,4012,1,1,1,111,Lost Customers
7903,125,6,16749,3,3,3,333,Loyal Customers
7904,433,6,22059,1,3,4,134,At Risk
7905,177,8,23758,3,4,4,344,Loyal Customers
7906,10,3,8627,4,1,1,411,Regular Customers
7907,275,7,20546,2,4,4,244,At Risk
7908,133,4,11713,3,2,2,322,Regular Customers
7909,1350,1,2357,1,1,1,111,Lost Customers
7910,11,4,10301,4,2,2,422,Regular Customers
7911,235,4,12166,2,2,2,222,Regular Customers
7912,675,6,19024,1,3,4,134,At Risk
7913,132,3,9230,3,1,2,312,Regular Customers
7914,299,6,6472,2,3,1,231,At Risk
7915,647,7,23702,1,4,4,144,At Risk
7916,94,5,15010,3,2,3,323,Potential Loyalists
7917,30,6,10101,4,3,2,432,Loyal Customers
7918,48,8,17080,4,4,3,443,Loyal Customers
7919,175,2,6660,3,1,1,311,Regular Customers
7920,78,6,10525,3,3,2,332,Loyal Customers
7921,731,3,5939,1,1,1,111,Lost Customers
7922,1,1,3220,4,1,1,411,Regular Customers
7923,13,7,20723,4,4,4,444,Champions
7924,645,3,5618,1,1,1,111,Lost Customers
7925,210,8,17936,2,4,4,244,At Risk
7926,369,6,13222,2,3,3,233,At Risk
7927,412,4,12729,1,2,2,122,Lost Customers
7928,299,5,17176,2,2,3,223,Regular Customers
7929,351,3,9831,2,1,2,212,Regular Customers
7930,52,9,19911,4,4,4,444,Champions
7931,19,6,18465,4,3,4,434,Loyal Customers
7932,80,2,4969,3,1,1,311,Regular Customers
7933,226,3,5765,2,1,1,211,Regular Customers
7934,957,4,16679,1,2,3,123,Lost Customers
7935,548,4,3992,1,2,1,121,Lost Customers
7936,346,3,7154,2,1,1,211,Regular Customers
7937,263,5,14260,2,2,3,223,Regular Customers
7938,320,4,11076,2,2,2,222,Regular Customers
7939,166,7,15735,3,4,3,343,Loyal Customers
7940,485,1,4047,1,1,1,111,Lost Customers
7941,103,10,27556,3,4,4,344,Loyal Customers
7942,438,3,10329,1,1,2,112,Lost Customers
7943,256,6,18534,2,3,4,234,At Risk
7944,164,5,15441,3,2,3,323,Potential Loyalists
7945,410,3,13691,1,1,3,113,Lost Customers
7946,588,1,4018,1,1,1,111,Lost Customers
7947,125,7,11529,3,4,2,342,Loyal Customers
7948,575,4,13104,1,2,3,123,Lost Customers
7949,408,3,13713,1,1,3,113,Lost Customers
7950,324,7,17918,2,4,3,243,At Risk
7951,389,4,11356,1,2,2,122,Lost Customers
7952,460,5,17108,1,2,3,123,Lost Customers
7953,202,4,4999,2,2,1,221,Regular Customers
7954,496,6,18980,1,3,4,134,At Risk
7955,147,3,9079,3,1,2,312,Regular Customers
7956,432,7,19383,1,4,4,144,At Risk
7957,639,3,3639,1,1,1,111,Lost Customers
7958,268,3,3173,2,1,1,211,Regular Customers
7959,65,6,17895,4,3,3,433,Loyal Customers
7960,287,7,19670,2,4,4,244,At Risk
7961,77,8,23364,4,4,4,444,Champions
7962,530,3,8512,1,1,1,111,Lost Customers
7963,331,4,11362,2,2,2,222,Regular Customers
7964,138,2,6080,3,1,1,311,Regular Customers
7965,20,4,10966,4,2,2,422,Regular Customers
7966,117,8,20786,3,4,4,344,Loyal Customers
7967,41,5,16506,4,2,3,423,Potential Loyalists
7968,7,3,13031,4,1,3,413,Potential Loyalists
7969,646,6,13492,1,3,3,133,At Risk
7970,687,4,10984,1,2,2,122,Lost Customers
7971,111,7,14823,3,4,3,343,Loyal Customers
7972,833,4,15377,1,2,3,123,Lost Customers
7973,280,6,16797,2,3,3,233,At Risk
7974,88,5,10038,3,2,2,322,Regular Customers
7975,371,4,8280,1,2,1,121,Lost Customers
7976,42,6,17049,4,3,3,433,Loyal Customers
7977,455,3,6473,1,1,1,111,Lost Customers
7978,994,5,12648,1,2,2,122,Lost Customers
7979,523,2,5113,1,1,1,111,Lost Customers
7980,167,7,17176,3,4,3,343,Loyal Customers
7981,127,3,6359,3,1,1,311,Regular Customers
7982,0,4,15709,4,2,3,423,Potential Loyalists
7983,127,5,17240,3,2,3,323,Potential Loyalists
7984,22,10,26600,4,4,4,444,Champions
7985,109,8,22598,3,4,4,344,Loyal Customers
7986,153,6,14267,3,3,3,333,Loyal Customers
7987,270,4,12056,2,2,2,222,Regular Customers
7988,397,4,9960,1,2,2,122,Lost Customers
7989,45,2,3929,4,1,1,411,Regular Customers
7990,111,5,23144,3,2,4,324,Potential Loyalists
7991,661,6,14109,1,3,3,133,At Risk
7992,110,7,19778,3,4,4,344,Loyal Customers
7993,123,6,19307,3,3,4,334,Loyal Customers
7994,206,2,7283,2,1,1,211,Regular Customers
7995,129,3,7185,3,1,1,311,Regular Customers
7996,51,5,12978,4,2,2,422,Regular Customers
7997,233,4,8767,2,2,2,222,Regular Customers
7998,24,9,20759,4,4,4,444,Champions
7999,21,5,15972,4,2,3,423,Potential Loyalists
8000,104,4,15571,3,2,3,323,Potential Loyalists
8001,41,8,15306,4,4,3,443,Loyal Customers
8002,240,5,9520,2,2,2,222,Regular Customers
8003,310,4,13132,2,2,3,223,Regular Customers
8004,335,3,9072,2,1,2,212,Regular Customers
8005,2,7,15945,4,4,3,443,Loyal Customers
8006,97,5,12025,3,2,2,322,Regular Customers
8007,72,8,22465,4,4,4,444,Champions
8008,193,4,15008,2,2,3,223,Regular Customers
8009,85,7,23347,3,4,4,344,Loyal Customers
8010,413,2,8092,1,1,1,111,Lost Customers
8011,439,8,23451,1,4,4,144,At Risk
8012,17,4,11293,4,2,2,422,Regular Customers
8013,221,4,11380,2,2,2,222,Regular Customers
8014,277,3,9730,2,1,2,212,Regular Customers
8015,508,2,3781,1,1,1,111,Lost Customers
8016,194,5,14433,2,2,3,223,Regular Customers
8017,265,7,8556,2,4,1,241,At Risk
8018,294,5,13878,2,2,3,223,Regular Customers
8019,36,2,1695,4,1,1,411,Regular Customers
8020,952,2,8193,1,1,1,111,Lost Customers
8021,173,4,17147,3,2,3,323,Potential Loyalists
8022,371,2,3942,1,1,1,111,Lost Customers
8023,196,7,13937,2,4,3,243,At Risk
8024,80,6,18361,3,3,4,334,Loyal Customers
8025,110,8,22031,3,4,4,344,Loyal Customers
8026,101,11,31227,3,4,4,344,Loyal Customers
8027,9,10,19420,4,4,4,444,Champions
8028,210,5,16715,2,2,3,223,Regular Customers
8029,54,7,18812,4,4,4,444,Champions
8030,251,7,12637,2,4,2,242,At Risk
8031,3,4,17116,4,2,3,423,Potential Loyalists
8032,366,6,16724,2,3,3,233,At Risk
8033,210,10,27938,2,4,4,244,At Risk
8034,465,8,23099,1,4,4,144,At Risk
8035,161,3,6642,3,1,1,311,Regular Customers
8036,242,9,20693,2,4,4,244,At Risk
8037,123,2,7370,3,1,1,311,Regular Customers
8038,174,4,10861,3,2,2,322,Regular Customers
8039,24,7,13651,4,4,3,443,Loyal Customers
8040,679,6,16179,1,3,3,133,At Risk
8041,85,11,34492,3,4,4,344,Loyal Customers
8042,325,4,14775,2,2,3,223,Regular Customers
8043,230,4,10479,2,2,2,222,Regular Customers
8044,22,5,11733,4,2,2,422,Regular Customers
8045,266,6,13517,2,3,3,233,At Risk
8046,163,8,21817,3,4,4,344,Loyal Customers
8047,160,7,22907,3,4,4,344,Loyal Customers
8048,170,4,7976,3,2,1,321,Regular Customers
8049,27,7,19665,4,4,4,444,Champions
8050,287,3,11056,2,1,2,212,Regular Customers
8051,15,7,17865,4,4,3,443,Loyal Customers
8052,574,4,10568,1,2,2,122,Lost Customers
8053,23,3,8369,4,1,1,411,Regular Customers
8054,281,5,16908,2,2,3,223,Regular Customers
8055,94,5,12875,3,2,2,322,Regular Customers
8056,321,4,14946,2,2,3,223,Regular Customers
8057,57,4,7104,4,2,1,421,Regular Customers
8058,562,3,11669,1,1,2,112,Lost Customers
8059,10,5,9818,4,2,2,422,Regular Customers
8060,217,2,2945,2,1,1,211,Regular Customers
8061,34,4,10624,4,2,2,422,Regular Customers
8062,101,3,10694,3,1,2,312,Regular Customers
8063,60,4,10353,4,2,2,422,Regular Customers
8064,59,6,15065,4,3,3,433,Loyal Customers
8065,386,4,7454,1,2,1,121,Lost Customers
8066,291,8,18416,2,4,4,244,At Risk
8067,591,4,10545,1,2,2,122,Lost Customers
8068,814,4,12317,1,2,2,122,Lost Customers
8069,35,2,5838,4,1,1,411,Regular Customers
8070,151,7,14891,3,4,3,343,Loyal Customers
8071,993,4,10174,1,2,2,122,Lost Customers
8072,329,4,8508,2,2,1,221,Regular Customers
8073,65,3,9688,4,1,2,412,Regular Customers
8074,52,2,8163,4,1,1,411,Regular Customers
8075,672,2,4759,1,1,1,111,Lost Customers
8076,215,5,14607,2,2,3,223,Regular Customers
8077,172,5,18167,3,2,4,324,Potential Loyalists
8078,138,4,14908,3,2,3,323,Potential Loyalists
8079,19,7,20873,4,4,4,444,Champions
8080,287,3,4503,2,1,1,211,Regular Customers
8081,477,7,13743,1,4,3,143,At Risk
8082,209,3,12312,2,1,2,212,Regular Customers
8083,148,7,18679,3,4,4,344,Loyal Customers
8084,257,5,12723,2,2,2,222,Regular Customers
8085,369,8,24203,2,4,4,244,At Risk
8086,79,10,23281,3,4,4,344,Loyal Customers
8087,76,9,21416,4,4,4,444,Champions
8088,47,5,23453,4,2,4,424,Potential Loyalists
8089,43,4,9528,4,2,2,422,Regular Customers
8090,211,8,24345,2,4,4,244,At Risk
8091,292,5,16533,2,2,3,223,Regular Customers
8092,677,2,6329,1,1,1,111,Lost Customers
8093,415,6,18505,1,3,4,134,At Risk
8094,127,5,14236,3,2,3,323,Potential Loyalists
8095,612,4,8134,1,2,1,121,Lost Customers
8096,110,4,3499,3,2,1,321,Regular Customers
8097,76,4,16163,4,2,3,423,Potential Loyalists
8098,764,3,10279,1,1,2,112,Lost Customers
8099,131,4,10952,3,2,2,322,Regular Customers
8100,188,6,17030,2,3,3,233,At Risk
8101,142,6,18159,3,3,4,334,Loyal Customers
8102,803,4,8377,1,2,1,121,Lost Customers
8104,373,2,7526,1,1,1,111,Lost Customers
8105,44,3,7246,4,1,1,411,Regular Customers
8106,214,4,8688,2,2,1,221,Regular Customers
8107,26,4,6919,4,2,1,421,Regular Customers
8108,563,2,979,1,1,1,111,Lost Customers
8109,375,3,6546,1,1,1,111,Lost Customers
8110,362,4,5646,2,2,1,221,Regular Customers
8111,146,2,6048,3,1,1,311,Regular Customers
8112,84,5,15592,3,2,3,323,Potential Loyalists
8113,144,6,15181,3,3,3,333,Loyal Customers
8114,124,3,4179,3,1,1,311,Regular Customers
8115,484,6,16471,1,3,3,133,At Risk
8116,812,3,9353,1,1,2,112,Lost Customers
8117,514,3,7527,1,1,1,111,Lost Customers
8118,109,4,16316,3,2,3,323,Potential Loyalists
8119,40,3,5489,4,1,1,411,Regular Customers
8120,29,5,12772,4,2,2,422,Regular Customers
8121,55,3,8168,4,1,1,411,Regular Customers
8122,220,5,13507,2,2,3,223,Regular Customers
8123,151,6,18273,3,3,4,334,Loyal Customers
8124,446,3,6577,1,1,1,111,Lost Customers
8125,204,5,13081,2,2,3,223,Regular Customers
8126,98,5,11246,3,2,2,322,Regular Customers
8127,194,6,23635,2,3,4,234,At Risk
8128,103,5,17249,3,2,3,323,Potential Loyalists
8129,95,7,17387,3,4,3,343,Loyal Customers
8130,9,5,12830,4,2,2,422,Regular Customers
8131,216,3,9326,2,1,2,212,Regular Customers
8132,182,3,7164,3,1,1,311,Regular Customers
8133,130,5,13197,3,2,3,323,Potential Loyalists
8134,631,4,8576,1,2,1,121,Lost Customers
8135,302,4,12322,2,2,2,222,Regular Customers
8136,76,5,10745,4,2,2,422,Regular Customers
8137,119,6,17666,3,3,3,333,Loyal Customers
8138,451,4,12057,1,2,2,122,Lost Customers
8139,195,6,20036,2,3,4,234,At Risk
8140,68,9,20311,4,4,4,444,Champions
8141,730,1,4291,1,1,1,111,Lost Customers
8142,49,2,4912,4,1,1,411,Regular Customers
8143,239,3,9635,2,1,2,212,Regular Customers
8144,1084,3,9863,1,1,2,112,Lost Customers
8145,60,7,16476,4,4,3,443,Loyal Customers
8146,389,11,18153,1,4,4,144,At Risk
